sid,fid,LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,distance,angle,rk,rk_count,mammal,wc_num,wc_dist,wc_type,wc_year,wc_road_n
3441,243197,2960124300,2960059200,2960006200,1,103,0,36,칠갑산로,0,0,103,30,0,0,0,305.2633518,,44790,청양군,,44790,41,0,43.16293653,0,24,0,1258,0.203372859,2,2008,4
3442,129525,2884717201,2880007627,2880008300,2,103,0,39,아산로,0,0,0,80,0,0,0,613.4799179,,44200,아산시,,44200,49,0,299.030273,0,14,3,1417,5.858659071,1,2015,2
3443,129524,2884717301,2880008300,2880007627,2,103,0,39,아산로,0,0,0,80,0,0,0,613.475702,,44200,아산시,,44200,49,0,144.2575792,0,30,3,1417,6.319091674,1,2015,2
3444,243195,2960123200,2960058700,2960006200,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,2917.432712,,44790,청양군,,44790,41,0,44.33946242,0,31,0,1258,2.697754413,2,2008,4
3445,243195,2960123200,2960058700,2960006200,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,2917.432712,,44790,청양군,,44790,41,1000,14.52197688,0,42,0,1258,1.722615378,2,2008,4
3446,243195,2960123200,2960058700,2960006200,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,2917.432712,,44790,청양군,,44790,41,2000,56.27508643,0,35,0,1258,0.783848548,2,2008,4
3447,243194,2960125701,2960063900,2960063902,2,103,0,29,충절로,0,0,0,70,0,0,0,1345.492935,,44790,청양군,,44790,41,0,23.31530711,0,8,0,1490,6.378047097,1,2016,4
3448,243194,2960125701,2960063900,2960063902,2,103,0,29,충절로,0,0,0,70,0,0,0,1345.492935,,44790,청양군,,44790,41,1000,17.95268746,0,10,0,1490,5.973070751,1,2016,4
3449,405504,2860002702,2860000901,2860000900,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,1834.728079,,44150,공주시,,44150,51,0,184.5974847,0,0,3,1258,13.88619669,2,2008,4
3450,405504,2860002702,2860000901,2860000900,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,1834.728079,,44150,공주시,,44150,51,1000,189.7496466,0,0,2,1258,14.75236998,2,2008,4
3451,243207,2960125601,2980057300,2960063902,2,103,0,29,충절로,0,0,0,70,0,0,0,3154.626094,,44790,청양군,,44790,41,0,78.30984567,0,8,3,1490,4.281274024,1,2016,4
3452,243207,2960125601,2980057300,2960063902,2,103,0,29,충절로,0,0,0,70,0,0,0,3154.626094,,44790,청양군,,44790,41,1000,142.6953076,0,5,0,1490,5.226833501,1,2016,4
3453,243207,2960125601,2980057300,2960063902,2,103,0,29,충절로,0,0,0,70,0,0,0,3154.626094,,44790,청양군,,44790,41,2000,180.4113997,0,7,0,1490,5.779489631,1,2016,4
3454,405498,2860001900,2860000800,2860000900,1,101,0,25,논산천안고속도로,0,0,101,50,5,0,0,201.5135831,,44150,공주시,,44150,51,0,261.765189,0,1,0,1108,14.68259959,1,2011,6
3455,129539,2884716201,2881854800,2882068001,2,103,3,39,아산로,0,0,0,50,0,0,0,359.3960789,,44200,아산시,,44200,49,0,334.185088,0,1,0,1417,5.561827168,1,2015,2
3456,243207,2960125601,2980057300,2960063902,2,103,0,29,충절로,0,0,0,70,0,0,0,3154.626094,,44810,예산군,,44810,39,0,120.3407423,0,8,3,1490,3.723178437,1,2016,4
3457,129537,2884716301,2882068001,2881854800,2,103,3,39,아산로,0,0,0,50,0,0,0,362.3034682,,44200,아산시,,44200,49,0,154.2306856,0,2,2,1417,5.599955634,1,2015,2
3458,243206,2960137603,2960066100,2960066101,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,401.7912539,,44790,청양군,,44790,41,0,334.7097423,0,6,0,1257,4.982370633,1,2008,2
3459,129536,2884716501,2882068001,2882068101,2,103,0,39,아산로,0,0,0,50,0,0,0,151.3613764,,44200,아산시,,44200,49,0,334.6628237,0,2,2,1417,5.58473645,1,2015,2
3460,129535,2884716401,2882068101,2882068001,2,103,0,39,아산로,0,0,0,50,0,0,0,150.7780701,,44200,아산시,,44200,49,0,155.8952044,0,2,2,1417,5.612435337,1,2015,2
3461,129531,2884716801,2882068101,2880007627,2,103,0,39,아산로,0,0,0,80,0,0,0,871.8041944,,44200,아산시,,44200,49,0,334.8046873,0,2,2,1417,5.599489735,1,2015,2
3462,129529,2884716901,2880007627,2882068101,2,103,0,39,아산로,0,0,0,80,0,0,0,865.4640082,,44200,아산시,,44200,49,0,125.2002576,0,14,3,1417,5.865089514,1,2015,2
3463,243177,2960058900,2960030400,2960031200,2,103,0,36,대청로,0,0,0,80,0,0,0,2131.280648,,44790,청양군,,44790,41,0,47.6394381,0,14,0,1490,13.45480948,1,2016,4
3464,243177,2960058900,2960030400,2960031200,2,103,0,36,대청로,0,0,0,80,0,0,0,2131.280648,,44790,청양군,,44790,41,1000,32.82245075,0,14,1,1490,12.64477648,1,2016,4
3465,243177,2960058900,2960030400,2960031200,2,103,0,36,대청로,0,0,0,80,0,0,0,2131.280648,,44790,청양군,,44790,41,2000,41.00534349,0,7,1,1490,11.80574128,1,2016,4
3466,179532,2890009017,2890017200,2890003909,2,103,0,29,중앙로,0,0,0,60,0,0,0,449.3525925,,44210,서산시,,44210,48,0,129.7294583,0,1,0,1272,5.727847767,1,2010,4
3467,243176,2960058800,2960031200,2960030400,2,103,0,36,대청로,0,0,0,80,0,0,0,2131.095839,,44790,청양군,,44790,41,0,224.9644027,0,6,0,1490,11.69621504,1,2016,4
3468,243176,2960058800,2960031200,2960030400,2,103,0,36,대청로,0,0,0,80,0,0,0,2131.095839,,44790,청양군,,44790,41,1000,212.8224429,0,13,1,1490,12.51996878,1,2016,4
3469,243176,2960058800,2960031200,2960030400,2,103,0,36,대청로,0,0,0,80,0,0,0,2131.095839,,44790,청양군,,44790,41,2000,227.6394108,0,15,1,1490,13.34552565,1,2016,4
3470,243175,2960028900,2960011800,2960011900,2,101,3,151,서천공주고속도로,0,0,0,110,5,0,0,1015.821102,,44790,청양군,,44790,41,0,56.72824499,0,1,1,1109,4.355849207,1,2004,7
3471,243175,2960028900,2960011800,2960011900,2,101,3,151,서천공주고속도로,0,0,0,110,5,0,0,1015.821102,,44790,청양군,,44790,41,1000,56.72824499,0,3,1,1109,4.576981321,1,2004,7
3472,243192,2960123100,2960006200,2960058700,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,2916.297828,,44790,청양군,,44790,41,0,226.1402841,0,29,0,1258,0.137524415,2,2008,4
3473,243192,2960123100,2960006200,2960058700,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,2916.297828,,44790,청양군,,44790,41,1000,230.7167878,0,36,0,1258,0.867396188,2,2008,4
3474,243192,2960123100,2960006200,2960058700,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,2916.297828,,44790,청양군,,44790,41,2000,194.8453386,0,41,0,1258,1.799039975,2,2008,4
3475,179544,2890004800,2890002000,2890002200,2,103,0,45,한티로,0,0,0,80,0,0,0,503.6751401,,44210,서산시,,44210,48,0,308.0422794,0,19,0,1376,6.386920979,1,2001,2
3476,179542,2884703600,2881951600,2881951700,2,103,0,43,세종평택로,0,0,0,90,5,0,0,143.5758104,,44200,아산시,,44200,49,0,120.5774732,0,0,5,1097,1.19220348,1,2008,4
3477,243190,2960069501,2960063800,2960007700,2,103,0,29,대청로,0,0,0,80,0,0,0,679.1410958,,44790,청양군,,44790,41,0,125.3872333,0,15,1,1490,11.68082385,1,2016,4
3478,179541,2884703500,2881951700,2881951600,2,103,0,43,세종평택로,0,0,0,90,5,0,0,143.3868896,,44200,아산시,,44200,49,0,302.8293296,0,0,5,1097,1.333327882,1,2008,4
3479,243186,2960059700,2960031100,2960031200,1,103,0,36,대청로,0,0,103,60,0,0,0,133.3787244,,44790,청양군,,44790,41,0,28.6956414,0,7,1,1490,11.81895452,1,2016,4
3480,243185,2960059600,2960031200,2960031000,1,103,0,36,대청로,0,0,103,60,0,0,0,160.9957548,,44790,청양군,,44790,41,0,233.5349801,0,6,0,1490,11.69621504,1,2016,4
3481,243235,2960138500,2960066500,2960066400,1,103,0,36,칠갑산1로,0,0,103,40,0,0,0,458.0672615,,44790,청양군,,44790,41,0,283.2752664,0,4,7,1257,4.307064767,1,2008,2
3482,243234,2960137602,2960008602,2960008600,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2221.739055,,44790,청양군,,44790,41,0,236.3081674,0,15,0,1109,9.092129719,1,2004,7
3483,243234,2960137602,2960008602,2960008600,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2221.739055,,44790,청양군,,44790,41,1000,233.1145943,0,13,0,1109,9.311603134,1,2004,7
3484,243234,2960137602,2960008602,2960008600,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2221.739055,,44790,청양군,,44790,41,2000,261.3522799,0,15,0,1109,9.689658517,1,2004,7
3485,243233,2960181700,2960081500,2960081700,1,103,3,29,충절로,0,0,0,60,0,0,0,154.156571,,44790,청양군,,44790,41,0,175.4733301,0,13,1,1109,11.12643626,1,2004,7
3486,243232,2960139603,2960098000,2960066800,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,563.8099143,,44790,청양군,,44790,41,0,297.8591002,0,3,0,1257,3.957030268,1,2008,2
3487,243230,2960137505,2960008602,2960066102,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2711.078796,,44790,청양군,,44790,41,0,56.30916276,0,15,0,1109,9.080164374,1,2004,7
3488,243230,2960137505,2960008602,2960066102,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2711.078796,,44790,청양군,,44790,41,1000,71.02888859,0,9,0,1257,8.371985337,1,2008,2
3489,243230,2960137505,2960008602,2960066102,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2711.078796,,44790,청양군,,44790,41,2000,94.18397425,0,8,0,1257,7.429022798,1,2008,2
3490,405712,2860032105,2860013901,2860180000,2,103,0,36,공수원로,0,0,0,70,0,0,0,466.2861225,,44150,공주시,,44150,51,0,39.97945042,0,12,0,1258,3.150015758,2,2008,4
3491,243244,2960139503,2960098100,2960066900,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,1218.622064,,44790,청양군,,44790,41,0,112.3897151,0,5,0,1257,4.135279372,1,2008,2
3492,243244,2960139503,2960098100,2960066900,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,1218.622064,,44790,청양군,,44790,41,1000,123.6893823,0,18,1,1257,4.487060393,1,2008,2
3493,405708,2860027500,2960006800,2860012400,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,95.80329749,,44150,공주시,,44150,51,0,22.63053844,0,25,0,1258,0.968702466,2,2008,4
3494,243242,2960139502,2960098000,2960098100,2,103,3,36,칠갑산1로,0,0,0,80,0,0,0,509.8437996,,44790,청양군,,44790,41,0,117.8588378,0,3,0,1257,3.96860607,1,2008,2
3495,405708,2860027500,2960006800,2860012400,2,103,0,36,칠갑산로,0,0,0,80,0,0,0,95.80329749,,44790,청양군,,44790,41,0,22.63053844,0,25,0,1258,0.952718862,2,2008,4
3496,405706,2860025204,2860011101,2860011100,2,103,0,32,금벽로,0,0,0,70,0,0,0,231.0049749,,44150,공주시,,44150,51,0,134.4866391,0,19,1,1541,9.680206732,1,2017,4
3497,405703,2860032104,2860013900,2860013901,2,103,0,36,공수원로,0,0,0,70,0,0,0,965.0689711,,44150,공주시,,44150,51,0,48.13994605,0,14,0,1258,2.216185318,2,2008,4
3498,243237,2960138900,2960066500,2960066700,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,413.2621804,,44790,청양군,,44790,41,0,99.22337452,0,4,7,1257,4.317224157,1,2008,2
3499,243236,2960138600,2960066400,2960066500,1,103,0,36,칠갑산1로,0,0,103,40,0,0,0,163.022743,,44790,청양군,,44790,41,0,322.2047195,0,4,3,1257,4.415094722,1,2008,2
3500,405733,2860025102,2860011701,2860011700,2,103,0,32,금벽로,0,0,0,70,0,0,0,386.4468449,,44150,공주시,,44150,51,0,341.5441198,0,18,4,1375,9.394849497,2,2009,2
3501,243217,2960139000,2960066700,2960066500,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,415.2767629,,44790,청양군,,44790,41,0,286.1943285,0,3,9,1257,4.106271869,1,2008,2
3502,405727,2860031600,2860014600,2860014200,2,103,3,23,차령로,0,0,0,80,0,0,0,671.369075,,44150,공주시,,44150,51,0,189.0710492,0,1,0,1375,4.226022911,2,2009,2
3503,405716,2860025202,2860011700,2860011701,1,103,0,32,금벽로,0,0,0,70,0,0,0,386.9860992,,44150,공주시,,44150,51,0,155.406297,0,12,4,1375,9.031015644,2,2009,2
3504,405715,2860024100,2860011200,2860011000,2,101,0,25,논산천안고속도로,0,0,101,50,5,0,0,388.1582088,,44150,공주시,,44150,51,0,90.95997736,0,0,0,1258,6.380213723,2,2008,4
3505,405714,2860025333,2860347200,2860026401,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,1005.093101,,44150,공주시,,44150,51,0,14.37059107,0,56,0,1375,8.291470113,2,2009,2
3506,405714,2860025333,2860347200,2860026401,2,101,0,25,논산천안고속도로,0,0,0,110,5,0,0,1005.093101,,44150,공주시,,44150,51,1000,2.686954774,0,45,0,1275,9.067439066,1,2008,8
3507,243211,2980026700,2980011600,2980011700,1,103,0,40,예덕로,0,0,0,60,0,0,0,202.8802973,,44810,예산군,,44810,39,0,26.22244449,0,8,0,1376,11.71627171,1,2001,2
3508,179570,2884707300,2882063600,2881957501,3,103,0,43,세종평택로,0,0,0,90,5,0,0,1685.690597,,44200,아산시,,44200,49,0,160.3562804,0,0,3,1489,9.80082767,1,2016,2
3509,179570,2884707300,2882063600,2881957501,3,103,0,43,세종평택로,0,0,0,90,5,0,0,1685.690597,,44200,아산시,,44200,49,1000,143.941181,0,0,3,1489,8.808054471,1,2016,2
3510,243226,2960125702,2960063902,2980057300,2,103,0,29,충절로,0,0,0,70,0,0,0,3170.882453,,44790,청양군,,44790,41,0,17.95274361,0,9,0,1490,5.909744417,1,2016,4
3511,243226,2960125702,2960063902,2980057300,2,103,0,29,충절로,0,0,0,70,0,0,0,3170.882453,,44790,청양군,,44790,41,1000,345.9116618,0,7,0,1490,5.57675492,1,2016,4
3512,243226,2960125702,2960063902,2980057300,2,103,0,29,충절로,0,0,0,70,0,0,0,3170.882453,,44790,청양군,,44790,41,2000,292.6797149,0,8,0,1490,4.866213827,1,2016,4
3513,179569,2890007509,2890016604,2890016605,2,103,0,29,중앙로,0,0,0,80,0,0,0,287.7564319,,44210,서산시,,44210,48,0,322.1210329,0,12,14,1376,5.484040263,1,2001,2
3514,243226,2960125702,2960063902,2980057300,2,103,0,29,충절로,0,0,0,70,0,0,0,3170.882453,,44810,예산군,,44810,39,0,259.0450212,0,8,3,1490,4.287493896,1,2016,4
3515,179568,2884707200,2881957501,2882063600,3,103,0,43,세종평택로,0,0,0,90,5,0,0,1681.873039,,44200,아산시,,44200,49,0,322.1029784,0,0,2,1489,8.15182801,1,2016,2
3516,179568,2884707200,2881957501,2882063600,3,103,0,43,세종평택로,0,0,0,90,5,0,0,1681.873039,,44200,아산시,,44200,49,1000,329.236459,0,0,2,1489,9.121328831,1,2016,2
3517,179566,2884707100,2881957501,2881957500,3,103,0,43,세종평택로,0,0,0,90,5,0,0,984.9634032,,44200,아산시,,44200,49,0,142.1030082,0,0,2,1489,8.148457439,1,2016,2
3518,179565,2884707000,2881957500,2881957501,3,103,0,43,세종평택로,0,0,0,90,5,0,0,984.9497212,,44200,아산시,,44200,49,0,322.0376704,0,2,2,1489,7.212133289,1,2016,2
3519,243222,2960137501,2960008600,2960008602,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2221.671723,,44790,청양군,,44790,41,0,66.83237359,0,21,0,1109,9.798649603,1,2004,7
3520,243222,2960137501,2960008600,2960008602,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2221.671723,,44790,청양군,,44790,41,1000,53.11459159,0,13,0,1109,9.330101757,1,2004,7
3521,243222,2960137501,2960008600,2960008602,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2221.671723,,44790,청양군,,44790,41,2000,67.72870695,0,14,0,1109,9.125054167,1,2004,7
3522,179552,2884704500,2880003504,2880003503,4,103,0,21,온천대로,0,0,0,80,0,0,0,494.7463647,,44200,아산시,,44200,49,0,253.1551032,0,4,0,1097,3.34515182,1,2008,4
3523,405673,2860034300,2860016000,2860015900,2,103,0,32,차동로,0,0,0,50,0,0,0,53.55322376,,44150,공주시,,44150,51,0,94.90370526,0,21,3,1374,3.127660976,1,2009,4
3524,130231,2861056801,2860017500,2860349101,3,103,0,36,장기로,0,0,0,60,0,0,0,427.8475234,,44150,공주시,,44150,51,0,255.3708501,0,3,0,1375,2.225339015,2,2009,2
3525,179551,2884704400,2880003503,2880003504,4,103,0,21,온천대로,0,0,0,80,0,0,0,494.3259919,,44200,아산시,,44200,49,0,70.22105532,0,6,0,1097,3.643713214,1,2008,4
3526,130230,2861056901,2860349101,2860017500,3,103,0,36,장기로,0,0,0,60,0,0,0,426.3917775,,44150,공주시,,44150,51,0,76.21522956,0,2,0,1375,1.945702128,2,2009,2
3527,243267,2960139800,2960067000,2960066900,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2695.074605,,44790,청양군,,44790,41,0,301.7562425,0,13,0,1258,4.672265386,2,2008,4
3528,243267,2960139800,2960067000,2960066900,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2695.074605,,44790,청양군,,44790,41,1000,336.3698423,0,4,0,1258,4.798469567,2,2008,4
3529,243267,2960139800,2960067000,2960066900,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2695.074605,,44790,청양군,,44790,41,2000,339.4841558,0,17,1,1258,5.142254439,2,2008,4
3530,405591,2860014002,2860037600,2860037501,2,103,0,23,차령로,0,0,0,80,0,0,0,1115.002708,,44150,공주시,,44150,51,0,179.8018239,0,47,1,1541,10.62214548,1,2017,4
3531,405591,2860014002,2860037600,2860037501,2,103,0,23,차령로,0,0,0,80,0,0,0,1115.002708,,44150,공주시,,44150,51,1000,177.5223801,0,45,1,1541,10.23803694,1,2017,4
3532,179545,2884703700,2881951600,2881950600,2,103,0,43,세종평택로,0,0,0,90,5,0,0,1613.855135,,44200,아산시,,44200,49,0,300.3042949,0,0,5,1097,1.195409772,1,2008,4
3533,179545,2884703700,2881951600,2881950600,2,103,0,43,세종평택로,0,0,0,90,5,0,0,1613.855135,,44200,아산시,,44200,49,1000,340.2525279,0,0,4,1097,0.668310037,1,2008,4
3534,179555,2884704700,3010028100,2881885600,4,103,0,21,온천대로,0,0,0,80,0,0,0,81.08580534,,44131,천안시동남구,,44130,53,0,263.2072308,0,8,0,1103,1.079503816,1,0,1
3535,179555,2884704700,3010028100,2881885600,4,103,0,21,온천대로,0,0,0,80,0,0,0,81.08580534,,44200,아산시,,44200,49,0,266.3222003,0,8,0,1103,1.046849397,1,0,1
3536,405800,2860047604,2860021902,2860021901,1,103,0,39,중앙1길,0,0,0,40,0,0,0,182.9357482,,44150,공주시,,44150,51,0,182.6482485,0,1,1,1373,5.714000159,1,2009,4
3537,130236,2861056701,2860349201,2860349001,1,103,0,36,장기로,0,0,0,60,0,0,0,118.4999714,,44150,공주시,,44150,51,0,243.1341405,0,2,0,1375,2.040629222,2,2009,2
3538,179554,2884704600,2881885600,3010028100,4,103,0,21,온천대로,0,0,0,80,0,0,0,82.56103484,,44131,천안시동남구,,44130,53,0,86.75134436,0,8,0,1103,1.048255327,1,0,1
3539,130235,2861055901,2860278900,2860349001,1,103,0,36,장기로,0,0,0,60,0,0,0,460.3200201,,44150,공주시,,44150,51,0,80.95645035,0,2,0,1375,1.850450451,2,2009,2
3540,179554,2884704600,2881885600,3010028100,4,103,0,21,온천대로,0,0,0,80,0,0,0,82.56103484,,44200,아산시,,44200,49,0,87.9033344,0,8,0,1103,1.014080355,1,0,1
3541,130233,2861056501,2860349001,2860349101,1,103,0,36,-,0,0,0,60,0,0,0,58.17622685,도로명없음,44150,공주시,,44150,51,0,340.6692871,0,2,0,1375,1.995456132,2,2009,2
3542,179553,2890003409,2890001402,2890001401,2,103,3,29,내포로,0,0,0,70,0,0,0,26.11240054,,44210,서산시,,44210,48,0,210.033075,0,1,0,1376,8.797273571,1,2001,2
3543,130232,2861056401,2860349101,2860349001,1,103,0,36,-,0,0,0,60,0,0,0,60.92972536,도로명없음,44150,공주시,,44150,51,0,159.7054522,0,3,0,1375,1.934570084,2,2009,2
3544,405775,2860037000,2860017000,2860017100,2,103,0,32,금벽로,0,0,0,50,0,0,0,373.2888657,,44150,공주시,,44150,51,0,70.74160258,0,43,4,1374,1.724611784,1,2009,4
3545,405773,2860037204,2860345300,2860345400,1,103,0,39,충의로,0,0,0,60,0,0,0,565.1049636,,44150,공주시,,44150,51,0,190.5087737,0,0,1,1257,1.951145301,1,2008,2
3546,405771,2860038806,2860031100,2860030901,2,103,0,36,차동로,0,0,0,70,0,0,0,569.2439138,,44150,공주시,,44150,51,0,216.2309237,0,36,3,1374,2.794406366,1,2009,4
3547,405740,2860025323,2860347100,2860347200,2,101,3,25,논산천안고속도로,0,0,0,110,5,0,0,514.8463503,,44150,공주시,,44150,51,0,355.3580245,0,65,0,1375,7.835554312,2,2009,2
3548,243256,2960139700,2960066900,2960067000,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2698.025745,,44790,청양군,,44790,41,0,133.9370544,0,18,1,1257,4.644780847,1,2008,2
3549,243256,2960139700,2960066900,2960067000,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2698.025745,,44790,청양군,,44790,41,1000,137.6745214,0,16,0,1258,5.05318488,2,2008,4
3550,243256,2960139700,2960066900,2960067000,2,103,0,36,칠갑산1로,0,0,0,80,0,0,0,2698.025745,,44790,청양군,,44790,41,2000,163.2756009,0,4,0,1258,4.833611913,2,2008,4
3551,243255,2960139400,2960066800,2960066700,2,103,4,36,칠갑산1로,0,0,0,80,0,0,0,1104.01626,,44790,청양군,,44790,41,0,284.8003842,0,2,8,1257,3.942803891,1,2008,2
3552,243255,2960139400,2960066800,2960066700,2,103,4,36,칠갑산1로,0,0,0,80,0,0,0,1104.01626,,44790,청양군,,44790,41,1000,286.1998002,0,2,9,1257,4.071584608,1,2008,2
3553,405799,2860046610,2860031801,2860031802,2,103,0,23,차령로,0,0,0,80,0,0,0,286.0756953,,44150,공주시,,44150,51,0,146.2846832,0,50,0,1375,5.199500284,2,2009,2
3554,405795,2860038706,2860030900,2860030901,2,103,0,36,차동로,0,0,0,70,0,0,0,900.4351503,,44150,공주시,,44150,51,0,35.37108181,0,32,4,1374,1.772310644,1,2009,4
3555,405794,2860038202,2860031300,2860031000,2,103,0,23,차령로,0,1,0,80,0,0,0,1799.958375,,44150,공주시,,44150,51,0,100.5406966,0,65,0,1375,0.737606642,2,2009,2
3556,405794,2860038202,2860031300,2860031000,2,103,0,23,차령로,0,1,0,80,0,0,0,1799.958375,,44150,공주시,,44150,51,1000,139.3739257,0,47,0,1375,1.295084824,2,2009,2
3557,179583,2890003411,2890001404,2890001403,2,103,3,29,내포로,0,0,0,40,0,0,0,23.49621817,,44210,서산시,,44210,48,0,189.3708237,0,1,0,1376,8.518649803,1,2001,2
3558,179582,2884707800,2881949600,2882064000,2,103,0,34,삼사로,0,0,0,80,0,0,0,445.7268184,,44200,아산시,,44200,49,0,124.1021727,0,20,0,1489,9.482645579,1,2016,2
3559,405785,2860049202,2860022301,2860022300,1,103,0,39,중앙1길,0,0,0,30,0,0,0,117.000509,,44150,공주시,,44150,51,0,182.5885516,0,1,1,1373,5.849994062,1,2009,4
3560,405778,2860038804,2860031200,2860031100,2,103,0,36,차동로,0,0,0,80,0,0,0,592.7531789,,44150,공주시,,44150,51,0,226.3343458,0,35,0,1375,2.794929854,2,2009,2
3561,406387,4130097000,4130044800,2860011700,2,103,0,32,금벽로,0,0,0,70,0,0,0,767.2459514,,44150,공주시,,44150,51,0,145.2991156,0,8,4,1375,8.822191934,2,2009,2
3562,406386,4130096900,2860011700,4130044800,2,103,0,32,금벽로,0,0,0,70,0,0,0,773.7842526,,44150,공주시,,44150,51,0,336.2216024,0,12,4,1375,9.034457068,2,2009,2
3563,179585,2884707900,2881949900,3020024200,1,103,0,34,삼사로,0,0,103,50,0,0,0,252.3550868,,44133,천안시서북구,,44130,52,0,99.14288652,0,5,3,1489,9.452395958,1,2016,2
3564,179585,2884707900,2881949900,3020024200,1,103,0,34,삼사로,0,0,103,50,0,0,0,252.3550868,,44200,아산시,,44200,49,0,103.3023467,0,6,2,1489,9.417931394,1,2016,2
3565,179584,2890003310,2890001402,2890001403,2,103,0,29,내포로,0,0,0,70,0,0,0,264.1246573,,44210,서산시,,44210,48,0,30.03284192,0,1,0,1376,8.801599913,1,2001,2
3566,179631,2890003312,2890001404,2890001800,2,103,0,29,내포로,0,0,0,70,0,0,0,1446.429817,,44210,서산시,,44210,48,0,9.370787407,0,1,0,1376,8.517562382,1,2001,2
3567,179631,2890003312,2890001404,2890001800,2,103,0,29,내포로,0,0,0,70,0,0,0,1446.429817,,44210,서산시,,44210,48,1000,15.65981383,0,1,0,1376,7.531335229,1,2001,2
3568,179628,2890009005,2890003902,2890003901,2,103,3,29,중앙로,0,0,0,80,0,0,0,48.24256403,,44210,서산시,,44210,48,0,142.9968727,0,9,1,1376,5.717460532,1,2001,2
3569,406523,2870015805,2870007700,2870006703,3,103,0,36,대해로,0,0,0,70,0,0,0,757.2776586,,44180,보령시,,44180,50,0,243.3351099,0,6,4,1403,22.77292526,2,2009,2
3570,179627,2890009004,2890003901,2890003900,2,103,0,29,중앙로,0,0,0,80,0,0,0,160.3580892,,44210,서산시,,44210,48,0,140.7169064,0,9,1,1376,5.702472032,1,2001,2
3571,406522,2870017100,2870007600,2870007400,1,101,0,15,서해안고속도로,0,0,101,50,5,0,0,515.4868712,,44180,보령시,,44180,50,0,71.59774605,0,7,2,1403,21.9841857,2,2009,2
3572,179626,2890008920,2890061401,2890061500,2,103,0,29,중앙로,0,0,0,80,0,0,0,244.2870247,,44210,서산시,,44210,48,0,309.4331491,0,7,1,1376,5.975825495,1,2001,2
3573,405946,3000024701,3000011300,3000011700,2,103,0,32,서해로,0,0,0,80,0,0,0,928.5334298,,44270,당진시,,44270,45,0,111.9394578,0,56,0,1377,9.850128194,1,2009,2
3574,179625,2890002910,2890002000,2890002001,2,103,0,45,한티로,0,0,0,80,0,0,0,868.3737928,,44210,서산시,,44210,48,0,128.2115751,0,19,0,1376,6.399817644,1,2001,2
3575,179635,2890003010,2890002001,2890002000,2,103,0,45,한티로,0,0,0,80,0,0,0,862.4971093,,44210,서산시,,44210,48,0,272.2344444,0,27,6,1376,6.606987761,1,2001,2
3576,179633,2890011712,2890017502,2890017800,2,103,0,29,중앙로,0,0,0,50,0,0,0,335.2749699,,44210,서산시,,44210,48,0,309.0002766,0,1,0,1272,4.743717039,1,2010,4
3577,179632,2890005700,2890002600,2890002400,1,101,0,15,서해안고속도로,0,0,101,40,5,0,0,359.1783938,,44210,서산시,,44210,48,0,66.67939142,0,11,2,1376,5.727565646,1,2001,2
3578,179609,2890002904,2890002006,2890002007,2,103,0,45,한티로,0,0,0,80,0,0,0,529.3546194,,44210,서산시,,44210,48,0,159.4304253,0,8,40,1376,7.552623181,1,2001,2
3579,179608,2890002903,2890002007,2890002008,2,103,0,45,한티로,0,0,0,80,0,0,0,583.2351924,,44210,서산시,,44210,48,0,149.3601051,0,8,37,1376,8.0159569,1,2001,2
